title,console,genre,total_sales,na_sales,eu_sales,jp_sales,other_sales,critics_score,user_score,year,publisher,developer
Game_23,Xbox One,RPG,46.227370149288866,23.426879304623988,13.74033327611584,10.118519265046384,9.535889132501964,8.561536219946603,9.59592147609234,2022,EA,Nintendo
Game_24,Wii U,RPG,48.555806433751854,1.4012211942219919,6.7158775272593685,12.408363799769454,7.220527485700735,0.99237664919681,7.92662476751617,2013,Microsoft,Activision
Game_25,PC,Puzzle,47.21889780676035,10.527953644946617,1.2260545573196409,10.129072750577134,9.308635508339245,0.9072088274783086,6.038030788437534,2012,Activision,EA
Game_26,Xbox Series X,Shooter,23.76328941120744,6.577928994955073,7.5410288355549895,12.382821664015307,5.3231209353944395,2.6269547700193527,4.933415880523805,2021,EA,Ubisoft
Game_27,Xbox Series X,RPG,43.11592828436674,18.29744202802017,18.89452679561664,6.015183216891364,2.6631523204520824,8.747660625539934,0.4006908634826667,2015,Ubisoft,Microsoft
Game_28,Xbox One,Sports,42.243014986900015,24.534297553381442,12.870514506241307,2.429122863562027,0.6229841950107476,1.2890258507349894,9.843219788140413,2016,Microsoft,Microsoft
Game_29,Wii U,Strategy,16.023113614838458,6.48759855486177,13.462435058477416,11.095469116224123,7.28824002969012,7.199968026274463,3.834811225750425,2017,Ubisoft,Sony
Game_30,PC,Strategy,41.4628821601188,16.388947576704453,12.682414857389032,5.471070126609153,1.3008996802547879,1.0116561961310322,1.522282139168668,2011,Microsoft,Nintendo
Game_31,PS5,Racing,1.9466809723030818,5.032631055717529,4.059943565292792,10.101935295914075,3.097473769892475,6.231378537478253,6.667088553964567,2015,Microsoft,Microsoft
Game_32,PS4,Puzzle,29.853866936254448,14.176723338833085,8.424843895635373,4.132594735528309,5.371461988050584,3.5606729911914483,2.842882890954593,2015,Ubisoft,Microsoft
Game_33,PC,Action,11.577440980656382,11.65191891853957,15.043701987430032,1.3103215586194228,5.687724219019502,7.88913962965867,5.857782709310476,2019,Nintendo,Ubisoft
Game_34,Xbox One,Shooter,6.116287600286212,24.302932707825274,2.117320661307867,14.889468752767675,6.045773650172647,2.3369044882536363,5.867679078445912,2021,Nintendo,Ubisoft
Game_35,Xbox Series X,Action,3.939964761297537,15.252329090142016,5.629270244185273,2.4274024681659294,1.7459277704620364,6.392018293899598,4.457298209028692,2014,Nintendo,Sony
Game_36,PS5,RPG,34.84480991631917,8.802708664961786,5.598750258470486,14.827472810055868,3.859400307734323,2.3568253457588497,8.361186155450426,2019,Activision,Activision
Game_37,PC,Puzzle,17.0597606920265,2.940985043709541,8.697176659130669,14.661470995240064,6.2102228484579705,7.136602831121538,2.64967061555443,2019,Nintendo,Sony
Game_38,PS4,Racing,36.2658618992852,3.8660460354998705,19.609337944749484,11.927889748229791,9.701206759874468,8.736780345607487,4.486325916177342,2016,Microsoft,Sony
Game_39,PS4,Action,3.3612814058672242,5.710391555785753,1.4433006790080567,9.925402135021764,7.303548263226918,1.2680179912676004,5.376921285909715,2012,Sony,Ubisoft
Game_40,Switch,Sports,15.832987857747455,6.349069867373419,10.42214978817384,8.709325048741162,9.233777195230182,8.665956885955035,6.636247207672996,2013,Ubisoft,Activision
Game_41,Switch,Strategy,27.020615489529327,21.28033984024433,3.669357172042988,13.004913026129737,7.645899377310353,5.9357525441429795,7.839718505055895,2019,Sony,Ubisoft
Game_42,3DS,RPG,39.55708592546428,14.074447428234869,19.41646325365391,4.41264887213037,5.957997992034764,1.2711049086702397,3.9480728287825606,2022,Activision,Nintendo
Game_43,Xbox One,Racing,16.005749896310288,13.132433693221722,2.3547397440765376,7.068450066024668,2.001031354449811,4.27541855359712,6.46046944096596,2018,Sony,EA
Game_44,Wii U,Action,31.331979684206754,2.957744909543515,8.131659946995665,9.328910543560879,6.700187953735879,1.608602934850979,1.5061095306851913,2013,EA,EA
Game_45,PC,Shooter,44.310289636985736,21.51747836440093,14.783911198208662,6.226738090455417,6.27145770300308,7.003478888665695,9.326481005424785,2012,Nintendo,Nintendo
Game_46,PC,Sports,30.831573090297,18.098076149891245,14.12063311774616,6.4695481659449925,6.064444787526938,7.588681344179497,3.830588064210035,2023,Activision,EA
Game_47,Wii U,Sports,11.724677790206325,1.7849422113100395,8.512299874189251,5.0212415457810575,4.9488800930835835,1.0579652027279896,7.295214219764384,2011,Microsoft,Activision
Game_48,3DS,Action,1.3175989996712472,17.72509392102124,6.995830942259092,8.507054068599587,5.333700379493829,5.061398526946443,0.20341081882177647,2014,Nintendo,Ubisoft
Game_49,Xbox Series X,Strategy,43.5179338076564,13.634101611831886,8.012486333202125,12.773560467425229,3.4109810184692306,8.146250560259173,2.05187142904807,2013,Nintendo,EA
Game_50,Xbox Series X,Action,1.1613436014343184,2.1349611090947787,5.359097636856921,3.1027728322940615,5.241195657158801,9.361630415509964,4.8708254432357805,2022,Sony,Activision
Game_51,3DS,RPG,43.74761346694155,11.511685974063544,4.186125480265315,14.023052277426277,2.055803466216935,5.1351786674177005,8.782524677323465,2022,EA,Ubisoft
Game_52,Xbox Series X,Action,26.49396298795788,12.16893754953817,9.712489981421909,10.367406040848621,8.07122653386773,9.50279223611407,5.272551499506771,2017,Nintendo,Activision
Game_53,Switch,Sports,46.95947815579352,4.227786050065566,5.443821745745385,12.36677086893245,1.9391918515172075,5.356889704560298,9.29870482293879,2016,Ubisoft,Nintendo
Game_54,PC,Racing,39.959283465105905,23.64788386030703,5.820487131455277,8.387241320187174,0.9411662699057175,3.9419049459990796,4.837968965827963,2015,Ubisoft,Sony
Game_55,3DS,Action,49.89691211561354,21.264386749868482,13.169445663143684,11.714798851218546,4.418835660935858,8.482031285528954,4.904490967359499,2020,Nintendo,Nintendo
Game_56,PC,Strategy,17.60051959104034,16.758656199494798,19.373892900827855,0.3413859203580614,6.617243651110012,4.929827104580891,1.1974678850053189,2021,Sony,EA
Game_57,Wii U,Puzzle,38.38269561766323,11.611159468915119,12.112380291131563,12.293868329215075,4.43339656684206,4.719025105645231,8.026562441522199,2011,Sony,Ubisoft
Game_58,PS4,Racing,20.156352589101186,10.352961985454261,1.6318913945928288,0.6980690003719611,2.8398659063179554,4.9031248940982834,2.469654124670625,2012,Microsoft,Activision
Game_59,Switch,Shooter,24.045793453165054,16.30923933205876,1.6041139156959328,13.359709307806652,5.6258947205153635,8.467850018697455,8.99612489372315,2019,Activision,EA
Game_60,PS5,Adventure,31.412522614596668,13.681253548231945,19.03332209482676,14.880244933855785,3.5353231205807796,8.31941541688052,9.108242203303961,2018,Activision,EA
Game_61,Switch,Action,43.6964879978983,1.6506003364589519,6.016086727115939,4.481605186433989,9.335390132253668,4.035199924402112,9.433101118741497,2022,Activision,Sony
Game_62,3DS,Strategy,49.205765113044826,12.861315954381258,1.932133023041261,3.233746488658326,9.234186882075363,3.33299859870525,5.2023048910309,2018,EA,EA
Game_63,PS5,Racing,38.43684335183946,20.179450069097705,12.020987284292591,11.503914121484806,5.073481017723745,4.919280240391293,6.770937847836444,2014,Sony,Sony
Game_64,PS4,Strategy,20.946562430149957,11.535072952164255,12.510610687976294,3.870092479711773,3.3460515407807594,5.72772509737109,7.785158800616635,2023,Microsoft,Ubisoft
Game_65,3DS,Shooter,21.125714413625804,1.3937187811012834,13.005245920361894,12.996879509265831,7.3976108981707265,2.3833721062799693,1.310146186504656,2012,Ubisoft,Ubisoft
Game_66,Xbox One,Sports,36.90535684928569,19.678327164662424,5.421300354365071,1.632354623146403,0.4634581404823598,7.939550847155906,6.009571949974973,2011,Activision,Activision
Game_67,PC,Strategy,12.014979573838286,5.113958175185761,0.4007026158680531,1.9767324260524382,4.800213159832147,4.864827657324229,0.34297901303311673,2017,Ubisoft,Sony
Game_68,PS4,Racing,5.6126582452565925,6.539658788712165,19.30380585214399,14.689358170999173,3.429601603276302,3.340455484199596,4.975660833887259,2015,Ubisoft,Nintendo
Game_69,PC,Strategy,17.79564566627475,4.201188200464167,5.092771609252939,10.140199584223069,9.213305262515291,1.0682099296399061,1.548426816202274,2019,Nintendo,Ubisoft
Game_70,Xbox Series X,Strategy,14.433225683538678,8.322355115300288,13.552923132245693,12.718619643991397,0.21882996999955717,2.388451604036069,1.829229259620847,2020,EA,Activision
Game_71,Xbox One,Strategy,14.885775210753904,18.943112491647014,14.16193441058632,4.932507722537618,5.572867269611656,9.492811717559837,3.650475666926015,2021,Microsoft,Nintendo
Game_72,Xbox One,RPG,11.757026777390506,13.032707901648038,12.239147599881765,10.179607867857007,7.432569452559597,3.050996868195266,4.32437166716503,2016,EA,Ubisoft
Game_73,PS4,RPG,2.200450162854458,5.201543726352742,6.326857144851599,8.954203226898098,4.901678076488008,1.6885928936703531,6.231724245321873,2010,Nintendo,Ubisoft
Game_74,Xbox One,Sports,0.991909343197349,21.95796894598582,5.494815449904908,9.08693678983191,0.9454899986109444,4.606727916549932,0.7442841843851566,2010,Microsoft,Activision
Game_75,PS5,Action,49.387347247827975,22.001588188293077,11.99359882578379,10.269733647112052,9.727367761276232,3.0708774336024867,5.036917612374446,2019,Microsoft,Activision
Game_76,Xbox One,Strategy,21.445879373419533,21.777402783645574,17.33530310887266,8.672851679623568,5.228303270623369,0.35159250271194153,1.8262513025310112,2011,Sony,Microsoft
Game_77,PC,Shooter,19.277899693268118,6.046025663400328,18.940001205575573,6.493029302609722,6.180443818758213,3.2314521727941727,5.739751750317419,2019,EA,EA
Game_78,PC,Action,34.014399406384186,11.335859670106602,2.207525507634777,4.211248146270147,2.4424368488043227,5.441086239394686,6.374046122611835,2012,EA,EA
Game_79,3DS,Shooter,10.9908690044667,24.626242437907788,3.1810893906946247,11.55186183060671,4.886631042557357,5.5171237201996695,5.567092565528538,2021,Sony,Nintendo
Game_80,PC,Action,47.503063079116245,19.32311066011876,18.900251549783285,3.4714592070474746,4.348579970387386,3.565589211768887,7.382955104783076,2010,Ubisoft,EA
Game_81,3DS,Sports,39.338616219336046,0.7764687885164394,14.75705104386237,10.416079161700772,0.841468835819639,4.473027562526006,3.3560924424090133,2023,Nintendo,Nintendo
Game_82,PC,Strategy,4.561609015381749,1.723594322386252,17.671577114112484,3.5766590574749673,1.1509875001199257,9.655179182347664,7.651065916331309,2014,EA,Ubisoft
Game_83,PS5,Strategy,20.937280711667928,11.651891282627085,4.132389419293328,9.417419532321363,8.390977944225869,3.7734847723031164,4.327670817081937,2012,Sony,Microsoft
Game_84,Wii U,Adventure,43.96800354735202,22.739583125952848,11.792958835077096,11.231466180222531,2.4742175268452438,2.58226813259983,4.841844983225968,2010,Microsoft,Microsoft
Game_85,3DS,Shooter,47.242127912341374,13.513674769022582,14.052677928907725,3.358836944707434,2.0300868878364424,2.434670440667601,6.481021272610715,2017,Activision,Ubisoft
Game_86,Switch,Action,23.4233354113685,12.495531450053825,13.634226520394755,0.9931551828334934,5.098623367376378,4.5776461270413416,0.1835838399922396,2021,Sony,Activision
Game_87,Xbox Series X,Action,30.709228321614315,2.7262951289201016,8.222218648247292,2.051508770613194,7.710596600488878,7.59520148716944,6.539942214202483,2020,Activision,Sony
Game_88,PS4,Puzzle,8.434993909994553,16.45382460763492,0.4063583446570387,9.12935481233828,0.7132705339319804,2.059881841884732,6.185851490721154,2015,Ubisoft,Sony
Game_89,PC,Puzzle,49.55931444423513,20.570368698945614,11.700228530404836,12.75675145276346,5.8103984044187325,7.092961271407681,3.098471167532799,2018,Nintendo,EA
Game_90,Xbox One,RPG,11.660417899033824,9.5724581869383,5.136720629674214,0.770452636407823,1.2801833841216763,0.21149823349416286,0.8579428489948948,2012,Activision,Activision
Game_91,Wii U,Adventure,47.14231552934277,19.412735088040655,9.060059498243517,11.03885375972053,0.46096440317362275,4.18932977983946,0.9093544991304114,2018,Ubisoft,Nintendo
Game_92,PC,Racing,32.517367784719184,24.11546868213021,19.155862200167963,5.185647824655776,0.6221651264059521,7.758650652027868,9.232237469852286,2018,Activision,Microsoft
Game_93,Xbox One,Puzzle,30.42606606445507,5.173784832279458,8.04080282108445,7.230072711800886,8.358224671263569,3.387329557744314,6.892793212258371,2021,Microsoft,EA
Game_94,Xbox Series X,Racing,25.683156699723778,13.130907816749056,16.812051972622093,13.940007292698928,1.2679275879178096,5.637371014453994,1.271026137707404,2022,Microsoft,Ubisoft
Game_95,Xbox Series X,RPG,11.610423604716157,7.24973515630593,3.8519580544100975,5.046375420564098,0.5469985076816903,2.049792328259108,3.5672316930890635,2021,Microsoft,Activision
Game_96,Xbox Series X,RPG,8.908748797074862,19.8420750339426,13.481963910698072,7.033520315698342,4.435208882714831,7.419953911261723,5.924829939015964,2010,Microsoft,Microsoft
Game_97,Xbox One,RPG,11.10226183260175,14.482074810440821,19.542438393334976,0.3038679799341485,8.455535372226045,0.5227910326875962,8.355717050906486,2012,Sony,Nintendo
Game_98,PC,Shooter,9.4032692809983,15.901102197002562,2.1276727073714423,1.3158209280720918,2.697842927244089,8.525426448755004,0.4366092871300853,2015,Microsoft,Nintendo
Game_99,Xbox Series X,Shooter,39.00126523098099,19.968062574435763,0.26556685032112104,3.9530147079082822,4.274954913506572,1.9819638642166815,2.366331314700089,2017,Microsoft,Sony
Game_100,PS5,Sports,17.571250432419834,9.959664769295125,8.728297573389025,0.5149983882340087,0.4952330723811371,8.743980317083308,8.8974899029538,2013,Sony,EA
Game_101,3DS,Sports,2.986349560513479,22.885742703335374,1.943247112722207,9.50749235811894,4.545877289935271,3.5252924130051735,0.09165550183816484,2014,Microsoft,Ubisoft
Game_102,Xbox One,RPG,48.45822124402648,13.372418794428883,14.992848558557002,6.4533355163441755,5.818369498307623,7.226835744744866,2.013991027938874,2018,Ubisoft,Microsoft
Game_103,Xbox One,Adventure,44.20091565967494,4.033075088600165,18.299518410586323,8.267363520647528,5.751979832146233,3.1922529778618847,9.59024175972966,2015,Ubisoft,Nintendo
Game_104,PC,Action,46.39483893144113,17.427888042403183,8.7370173569043,2.7022430698553106,3.3910242525262153,9.059116712346476,6.134018465221711,2021,EA,Microsoft
Game_105,Xbox One,Shooter,49.74590035005712,19.852207625912534,5.248361678893274,4.50938723860558,3.223778488565042,1.2663712551837436,2.6167136663750643,2016,Ubisoft,Ubisoft
Game_106,Xbox One,Adventure,8.777372936052416,7.987365758981413,8.744626048231533,9.990984675305604,1.1555738274723193,1.785197892725987,0.6699109439584761,2016,Nintendo,Microsoft
Game_107,Xbox Series X,Strategy,19.87247674324267,21.44376349926895,14.496611575215018,14.483010582092957,3.731303374398057,4.930301251588023,0.2819134044722216,2013,Nintendo,EA
Game_108,PC,Shooter,37.936099937634154,22.662967043667585,0.2801778154493825,0.8512099266729171,1.08499722184235,0.8193843903814613,2.4474507963692727,2013,Nintendo,Sony
Game_109,Xbox Series X,Shooter,34.831428840884236,6.994921735707441,11.830134390745473,13.366726380743465,7.689299852649311,1.9598018470176193,8.814858195889105,2013,Sony,Microsoft
Game_110,3DS,Sports,7.779405726358767,24.589684670609028,12.304504529258843,8.695529899537005,9.66611554770704,9.437663822120143,4.159136542975094,2023,Ubisoft,Activision
Game_111,Wii U,Action,40.810072937031826,3.6037170484140844,12.789996113229115,8.502401544658793,9.703737121000398,9.764896611478871,7.20333369165993,2020,Nintendo,Sony
Game_112,3DS,Action,11.299584534649366,5.130190143221999,4.916239391619456,7.5541501745956285,8.664203883816398,3.7625932933042194,9.182850353799578,2014,EA,Ubisoft
Game_113,Wii U,Puzzle,11.268498979648891,4.68719849702685,14.30964919522472,1.1339718799723326,6.047842278462229,9.232860210139357,4.080404616028166,2014,Sony,Sony
Game_114,Xbox Series X,Racing,26.895023702381337,22.360343779195972,1.9186905780023504,1.439165090868794,7.038570402714411,5.448246756734317,1.9127737103739706,2017,EA,Microsoft
Game_115,3DS,Racing,29.687702748600987,16.39188455289155,4.065479695689335,9.053588884320382,2.9235374465360993,2.6974246587376705,5.171179308569195,2018,Ubisoft,Microsoft
Game_116,PC,Racing,29.04630177110678,3.8873966522345946,17.56165392842419,5.1802827143898185,6.344627159708944,7.023987210805986,9.080836870598544,2011,Microsoft,Activision
Game_117,PS4,Racing,4.665193186147968,11.06405311737189,14.800590699458668,13.767294192007443,4.610930539454786,6.589018065748572,8.043744141377006,2020,EA,Nintendo
Game_118,Xbox Series X,Strategy,43.88529704525598,15.420920824238069,0.3735365248257705,6.158199006656137,4.871971663791632,9.891253191087333,0.6582984336315378,2016,Microsoft,Activision
Game_119,Wii U,Strategy,13.353442125176432,2.1782557162356437,5.042687581359023,2.2348937346693525,7.601987947714064,2.650472874092833,6.925728000775818,2010,Sony,Microsoft
Game_120,PS5,Shooter,6.562794572011928,22.072167573342735,4.366689011563974,10.749310619180337,2.8909917204127913,6.720595026617354,5.7189752245895376,2010,EA,Sony
Game_121,Wii U,RPG,44.448529185461965,20.109728032494225,5.489045927935754,4.470965979471046,3.248592155775747,0.5202375502944689,9.074631763464255,2013,EA,Activision
Game_122,PS5,Sports,47.78700976166469,12.679648662058291,5.026439428569739,7.9295075796028085,9.253953732173503,1.136460386967194,1.2248141685029723,2019,Activision,Activision
Game_123,Xbox One,Sports,43.120168101545985,24.181452719953345,1.3442732852826302,10.497708504027033,0.6566205190246253,0.03918374951093262,5.340361132046566,2016,Sony,Nintendo
Game_124,3DS,Racing,40.49485212877141,10.502248383949981,9.232916280276724,13.513935256910848,4.90777955429207,9.994606810596732,8.794626935118924,2011,Sony,Microsoft
Game_125,PS5,Shooter,32.796574833887185,24.604346944008796,14.681396148244685,11.903648802544973,9.136727924037832,8.022736971474778,4.10023786741743,2020,Nintendo,Microsoft
Game_126,Wii U,Puzzle,27.58778279339605,16.731207970210313,12.173961321876984,10.177779911303588,6.142593777399754,7.867230147335408,4.81994917732867,2011,Ubisoft,Ubisoft
Game_127,Xbox One,Adventure,4.440639319579366,15.903314704023142,13.490146205101787,10.22653441768764,5.509430034700108,5.097260752881797,0.7046067766695829,2010,EA,Nintendo
Game_128,PS4,RPG,20.481815332227868,4.232276892865046,1.7148686528711592,14.19427719607809,2.572467374370617,3.0006708290543993,2.7814364044891082,2019,EA,Ubisoft
Game_129,PC,Shooter,18.69715699891447,22.060001181785637,19.034665132518064,4.507779052698387,3.4984273417380383,1.5126428446267592,3.2450664916894736,2011,Sony,Ubisoft
Game_130,PC,RPG,13.061713809640278,10.744493229223316,16.785987493476195,0.11657020352319238,8.53527931646646,2.8467473884646366,9.451224487448869,2022,Sony,Ubisoft
Game_131,PC,RPG,36.19866367306039,4.139611803983735,16.121297338063687,4.15212293503316,5.636259504507735,3.759712219291391,2.8266736054115906,2016,Ubisoft,EA
Game_132,PS5,RPG,24.844199180430664,0.4139272473964001,16.477377720331173,3.3465815564384855,5.19594771819212,7.5631009698029406,4.60868735269652,2018,Sony,Ubisoft
Game_133,PS4,Shooter,4.144206173791631,14.037916522595724,18.66093911184195,9.961335318198573,1.0858391640462863,5.396617889031524,6.713044235642798,2015,Microsoft,Activision
Game_134,PS5,Racing,11.087141777295585,13.232250590854639,10.930653925662583,9.542302836506382,0.2586787489057189,0.7748362655548269,1.621833724078774,2019,Microsoft,Sony
Game_135,3DS,Sports,34.194612306613834,18.01190519699205,4.085612155565755,8.942574602300384,9.640483368001787,0.1802900895891224,4.864423871418745,2011,Activision,Activision
Game_136,PS5,Sports,3.8989298885659793,22.267425520143274,12.373993796265568,0.34202730382086016,3.8321630561397324,1.0233217953406315,7.385390394759076,2021,Microsoft,Activision
Game_137,PS4,Racing,42.57522501103356,2.077223957611435,14.883341723991984,10.958793011314647,6.071809314785092,4.104987136973794,8.66855213027066,2019,Microsoft,Microsoft
Game_138,PS4,RPG,24.80781169799732,18.314262609475023,14.784556127745104,4.920603146033823,0.8891792245541215,9.331929170490183,6.262592746624267,2019,Ubisoft,EA
Game_139,3DS,Adventure,24.081270208599737,4.766557408029796,10.476835580920913,10.009334236198804,6.86283142865816,6.374024812092216,6.690535153169479,2022,EA,Ubisoft
Game_140,PS4,Action,29.661148454509927,21.468608623613385,1.4623285147382032,8.393018584682084,9.332410416189013,8.018258998755151,1.2628347258456896,2018,Microsoft,Microsoft
Game_141,Wii U,Shooter,41.25158019966494,20.494681495155238,7.485147474759543,5.206690788875816,5.799086004674455,4.663745945045486,9.457764972463472,2016,Activision,Nintendo
Game_142,PS4,Action,17.455679474319435,13.565764499140053,18.423255508420812,2.105186379851206,1.3485416915165647,3.616660831950428,1.3257407748448236,2020,Sony,Nintendo
Game_143,PC,Puzzle,33.93300601269727,17.78504568572046,11.730533304172777,1.5068415751411663,5.859043121987419,1.0840037271662273,7.746729371817983,2010,Microsoft,Microsoft
Game_144,Wii U,Racing,28.330025003389974,7.927317818275334,10.812805670788697,12.489623163372132,7.686837409736058,8.759330221862049,2.648163217783188,2021,Activision,Sony
Game_145,Wii U,Adventure,13.424710681454123,11.832080683427083,5.45018493620565,13.784123377015215,4.123523712082784,7.831600290279028,9.335931437012515,2018,Ubisoft,Microsoft
Game_146,3DS,Shooter,43.94363631912238,20.558758752990745,7.43213350633992,9.781841896788064,8.810393704620532,1.6811809759772511,7.199595393694795,2011,Sony,Microsoft
Game_147,Switch,Racing,39.891558478185715,11.535703409613026,17.917387174148068,1.6411683114212023,6.521961238237909,5.1226056387626056,7.538137129783689,2013,Activision,EA
Game_148,Switch,RPG,32.95674654945543,9.0091768066035,13.36261464578403,6.090205531634787,9.002564291063106,4.873748079212449,2.1905917305988334,2018,Microsoft,Nintendo
Game_149,PS4,Sports,42.544028281802674,12.405889936532466,15.769001832371423,10.961194081566843,6.272702581348638,6.2509155268652865,4.430399766351608,2013,EA,Nintendo
Game_150,Wii U,Action,43.37798062789414,20.723406385686737,9.141473919046335,11.719331171750015,1.39975092284776,9.461868939912613,6.178131945892864,2012,Sony,Ubisoft
Game_151,Switch,Strategy,35.44731253808023,8.44668037953473,12.641919667177541,1.8614574721372201,3.1659479399413724,5.797714417624796,7.699736182066009,2010,Sony,Activision
Game_152,Switch,Strategy,41.86696508534723,4.42666366908002,5.042833813989829,0.100457710796198,2.0977699876993237,5.402172667786186,1.0395937591238957,2016,EA,Microsoft
Game_153,PS4,Adventure,34.903825937297256,17.829149106236443,14.138670522641375,10.710841983621014,9.097382327396938,0.5032293293466394,9.623653164545283,2015,Sony,Microsoft
Game_154,Switch,RPG,34.03902451083899,20.666857496431238,8.609266540696412,5.413283022194464,7.627960666146079,0.6290747601802393,8.90220670554556,2019,Microsoft,Sony
Game_155,PS5,Puzzle,30.968707772937698,2.60587321523598,8.906655744813436,3.891771841112078,6.79634385220906,1.8734679132678889,2.7034859049558433,2013,Sony,Nintendo
Game_156,Xbox One,Action,37.6605603139263,6.072865407623023,13.021514259079943,0.29217229986392906,3.0795665643530548,0.3247077169174828,8.22760243032332,2015,Microsoft,Sony
Game_157,3DS,RPG,8.014394754124378,3.635102545048748,18.73198436723164,8.150461160746344,1.922043243297114,7.433528955700124,5.183239230398234,2015,EA,EA
Game_158,Xbox One,Action,44.05545088402653,8.763741148395948,1.3737262975115563,12.782145957847128,7.5888657710902265,7.233303039939631,4.618064815620187,2022,Nintendo,Ubisoft
Game_159,PS4,Adventure,43.604992034487076,11.313739374744774,16.512390423205453,14.36871152946156,4.794163664202888,1.3605623443164294,3.144341058114054,2013,EA,Sony
Game_160,PC,Adventure,1.5594394234245015,18.745775790386332,5.918423897202643,8.529599764138009,2.3353165662912283,8.360789007952809,5.809685866315925,2023,Microsoft,Nintendo
Game_161,3DS,Puzzle,41.308255853181656,16.313574863553686,8.933997144676917,7.765473783324423,6.204557583836223,1.5478603484611198,7.298891177035978,2022,Ubisoft,EA
Game_162,PS4,Strategy,6.530606386924915,15.561121330212934,0.5360752426226781,1.3673401437896926,0.4993051361706746,3.0117558699735882,4.109329049627583,2015,EA,Microsoft
Game_163,Wii U,RPG,16.822430827531182,8.874136170580394,6.0908169489028285,8.278204742984736,3.32908551586971,2.48976899161365,6.292191930082921,2019,Ubisoft,EA
Game_164,PC,Shooter,37.20106198895123,21.052044071810524,10.102361728339595,5.76168827658438,4.738714246452233,3.7230709857304776,6.993129211553038,2020,Ubisoft,Activision
